"gene_name"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"AC004540.5"	2.40569012630169	-0.398205440206957	0.530497730488092	-0.750626095686746	0.452877711603186	0.999968143772177
"AC004549.6"	4.99748961345113	-0.316513069020269	0.520577427159972	-0.608003829030807	0.543184934344537	0.999968143772177
"AC004837.5"	2.80858024190305	-1.48107475722755	0.677941336956474	-2.18466506833266	0.0289134132103542	0.379560331114187
"AC004840.9"	126.846514970247	0.182172085883204	0.222838743254466	0.817506342131792	0.413639126412376	0.999968143772177
"AC004854.4"	3.3126468198498	0.172580537209678	0.462430309634106	0.373203342458739	0.708997108681313	0.999968143772177
"AC004870.5"	7.12942822646936	0.855219819018552	0.38116639661306	2.24369153896513	0.0248522548825966	0.341971395010855
"AC004893.11"	119.765300018008	0.671190734526622	0.281516671436955	2.38419533415425	0.0171165143282559	0.263724319498141
"AC004951.5"	8.12647176703094	-0.76715932475933	0.382378774684895	-2.00628114202081	0.0448262608576565	0.502276284236073
"AC004951.6"	15.1372311092447	0.00686164536411998	0.214826966570146	0.0319403353949026	0.974519632043491	0.999968143772177
"AC004967.7"	64.5213395699445	-0.0801050976098549	0.180300496750153	-0.444286616252968	0.656835376303565	0.999968143772177
"AC004980.9"	5.11622971739987	0.358578857032725	0.314830915016793	1.13895694459866	0.25472111264017	0.999968143772177
"AC004985.12"	2.09748144091708	-0.594254984673651	0.626467062728738	-0.948581370080688	0.342833569882555	0.999968143772177
"AC004987.9"	153.190303851149	-0.0941662803652129	0.149091057584187	-0.631602470939885	0.527646671554297	0.999968143772177
"AC005014.5"	3.88023503607233	-0.35629129453834	1.00188784894109	-0.355619937815307	0.722125210285799	0.999968143772177
"AC005019.2"	2.03944204885802	-1.1892452405677	0.910736382703133	-1.3058062279646	0.191618461600214	0.999968143772177
"AC005019.3"	9.70113679381015	-0.157438504084446	0.360886215031649	-0.436255244802407	0.662651549614599	0.999968143772177
"AC005037.3"	1.87900520693647	-0.551417858340322	0.782633580547951	-0.70456708227911	0.481079689819058	0.999968143772177
"AC005042.2"	3.80331436028774	0.5885650327253	0.44288811454118	1.32892487606048	0.183872755836818	0.999968143772177
"AC005042.4"	10.4691437296636	0.171228180178683	0.240822420887231	0.71101427993228	0.477075386858939	0.999968143772177
"AC005062.2"	27.1329260258616	0.196651157513859	0.308761494073091	0.636903115474972	0.524187953318643	0.999968143772177
"AC005071.1"	13.9003556282145	0.278776224636358	0.239407495749949	1.16444234029969	0.244244797403668	0.999968143772177
"AC005076.5"	15.5490748520012	-0.188597791651893	0.211500495829335	-0.891713236474285	0.372546656959036	0.999968143772177
"AC005077.12"	13.5560220593094	0.33831536327069	0.299396671778839	1.12999039455121	0.258480271960557	0.999968143772177
"AC005077.14"	18.1341451308124	-0.0933767754438076	0.358396787552714	-0.260540213212914	0.794447100375363	0.999968143772177
"AC005077.7"	5.38390476767424	-0.130650763286638	0.368194061265384	-0.354842125474882	0.722707867689457	0.999968143772177
"AC005082.12"	170.829537237673	0.866586355414258	0.153104485441265	5.66009776210444	1.51286786894808e-08	4.91679878871074e-06
"AC005152.3"	6.29003975836486	0.537119039904695	0.406177237159546	1.32237602397624	0.186042968627297	0.999968143772177
"AC005154.6"	518.951711435396	-0.118091367604103	0.0825212390665239	-1.43104210431092	0.152418148451264	0.999968143772177
"AC005154.7"	3.00540050769552	-0.850745903470956	0.507954609237234	-1.67484631106797	0.0939643898204374	0.782756905782294
"AC005176.2"	107.077091059356	-2.60585772250355	0.692275302788598	-3.76419281752032	0.000167087923468846	0.00795694133201407
"AC005224.2"	35.1799467517736	0.196881809876259	0.243853114920747	0.807378695737579	0.419448337186285	0.999968143772177
"AC005229.5"	1.31793953653003	-0.0516479311263337	1.15459906911846	-0.0447323512617823	0.964320646921076	0.999968143772177
"AC005253.2"	8.20454625111699	-0.270709502825666	0.666274519079235	-0.406303250497672	0.684519797349082	0.999968143772177
"AC005253.4"	10.6824346508051	-0.00892196114205996	0.740869618471613	-0.0120425523190783	0.990391665670859	0.999968143772177
"AC005255.3"	73.3659867146355	0.264019351304351	0.607566203110771	0.43455239931477	0.663887352629601	0.999968143772177
"AC005262.2"	3.37442193216787	-0.599023017263998	0.845820822122598	-0.708215028049016	0.478811735113565	0.999968143772177
"AC005262.3"	2.71572387249029	0.0956496271858379	0.757858583729223	0.126210389694567	0.899565387345984	0.999968143772177
"AC005306.3"	24.0487741431874	0.60220703147152	0.310070096511963	1.94216416947607	0.0521172291929462	0.550478057737366
"AC005307.1"	1.27486161524702	1.21634778402075	0.948359514608739	1.2825808833927	0.199638951119495	0.999968143772177
"AC005307.3"	22.3172248059056	1.44775075574715	0.345959130638056	4.18474503932602	2.85486344016691e-05	0.00195221335919728
"AC005324.6"	1.29459214081709	-0.443625171310604	0.775509629092858	-0.57204340819021	0.567292567075858	0.999968143772177
"AC005329.7"	36.7483279581021	0.267268401294272	0.34543371684988	0.773718338011639	0.439097373204864	0.999968143772177
"AC005336.4"	4.85561821555884	0.623780474765108	0.30621015464569	2.0370992447552	0.041640097580513	0.479239095830186
"AC005336.5"	8.44362112855722	-0.752487465000278	0.528374379020222	-1.42415585402841	0.154401360915289	0.999968143772177
"AC005339.2"	5.30756938369613	0.257836886797569	0.360696367672991	0.714830838084085	0.474713577340307	0.999968143772177
"AC005355.1"	139.902912104538	0.14331674167092	0.235661771954859	0.60814590538839	0.543090708380785	0.999968143772177
"AC005355.2"	5.53309802770981	-0.823062379163348	0.335076172205619	-2.45634410153843	0.014035868758676	0.228882804032379
"AC005363.11"	1.86412360535048	-0.790897713827853	0.573528036158483	-1.3790044495912	0.167893381997666	0.999968143772177
"AC005498.3"	2.52565301913325	-0.628590944280777	0.495740817953195	-1.26798302967283	0.204804010951747	0.999968143772177
"AC005519.4"	45.1019091842346	0.0988427558794246	0.23773371300195	0.415770883444763	0.677577666740769	0.999968143772177
"AC005523.2"	9.00204882941437	0.296521796533791	0.64541483332275	0.459428233167846	0.645926677583278	0.999968143772177
"AC005532.5"	1.49202998425888	-0.0773093650995174	0.648956432393859	-0.119128744612855	0.905173357988371	0.999968143772177
"AC005534.8"	4.92589533359564	-2.14615214689607	0.572535411484402	-3.74850551397648	0.000177891427364743	0.00833080051336109
"AC005537.2"	6.65196500551605	-0.416474782274548	0.407388920927458	-1.02230267167405	0.306637669138397	0.999968143772177
"AC005540.3"	3.25624409955239	-0.531946586633328	0.799877367780863	-0.665035176716065	0.506027994120626	0.999968143772177
"AC005546.2"	7.65572699554835	1.05888190684818	0.370016763224996	2.86171333865842	0.00421357819035776	0.0969154832445856
"AC005562.1"	43.736470650155	0.0774638534547351	0.179563039409729	0.431401995139863	0.666176099475186	0.999968143772177
"AC005578.3"	1.54875420288631	0.680290392265119	0.794488639553498	0.856261950639649	0.391852902517192	0.999968143772177
"AC005592.1"	1.80621669761023	-0.463451161017737	0.628803076963517	-0.737037043863935	0.461099822396638	0.999968143772177
"AC005592.3"	1.29932380861456	0.816776138885143	0.971599347191647	0.840651181215784	0.400543377137286	0.999968143772177
"AC005606.14"	9.35261425967942	-0.230512479141751	0.476281098883277	-0.483984100318546	0.628397153096214	0.999968143772177
"AC005606.15"	4.51210578758796	0.247495740484794	0.688123609169402	0.359667561448056	0.719095753036681	0.999968143772177
